,index,featureImportance
3693,be,-2.9783285
9227,the,-3.1921723
3388,and,-3.255406
1518,I,-3.5588634
3168,a,-3.629951
9321,to,-3.8018434
7233,of,-4.2066174
5978,have,-4.229884
5602,for,-4.457943
6226,in,-4.4734826
6392,it,-4.487958
2803,The,-4.614167
9899,with,-4.6974235
9977,you,-4.8750215
9224,that,-4.8988543
7067,my,-4.9006367
7266,on,-4.9909678
3998,but,-5.0342126
7,'s,-5.082338
4993,do,-5.1434712
9268,this,-5.15641
7072,n't,-5.205531
7611,place,-5.2135067
9250,they,-5.2581873
5757,get,-5.2853937
9800,we,-5.300841
8682,so,-5.3115463
5594,food,-5.346243
5852,great,-5.3546963
5802,good,-5.355246
5790,go,-5.3922815
3539,at,-5.481567
9692,very,-5.497431
3505,as,-5.5056357
7179,not,-5.5097632
3049,We,-5.5523043
9307,time,-5.586211
6027,here,-5.649037
7323,out,-5.71827
1574,It,-5.734477
3342,all,-5.7508607
6628,like,-5.7665944
6838,me,-5.771215
4364,come,-5.8051295
6756,make,-5.822918
9243,there,-5.862716
7320,our,-5.866479
7303,order,-5.8674984
8443,service,-5.8705626
5668,from,-5.8929076
9233,their,-5.9158707
3608,back,-5.9243627
2810,They,-5.925335
6445,just,-5.9817944
3385,an,-5.986149
9452,try,-6.018238
7270,one,-6.0243044
7299,or,-6.039693
9845,which,-6.0612464
9874,will,-6.0722003
9599,up,-6.0739536
9935,would,-6.087841
7976,really,-6.089113
2817,This,-6.099992
6701,love,-6.102698
4050,can,-6.11021
8,'ve,-6.1190896
3176,about,-6.1219797
3361,also,-6.1577334
8712,some,-6.189029
6190,if,-6.1956625
1993,My,-6.204338
9981,your,-6.2070556
4805,delicious,-6.2426276
3750,best,-6.24441
9839,when,-6.2542715
9114,take,-6.255624
7008,more,-6.2878623
7135,nice,-6.290194
5661,friendly,-6.297066
3371,always,-6.3125434
9826,well,-6.3455505
4011,by,-6.359966
8844,staff,-6.368682
8000,recommend,-6.376965
9832,what,-6.4069467
5126,eat,-6.4078217
3373,amaze,-6.4129114
9622,us,-6.427446
7277,only,-6.4279814
6686,look,-6.4335346
9235,them,-6.464362
5285,even,-6.474978
9351,too,-6.478166
7774,price,-6.483439
4,'m,-6.4872227
8343,say,-6.4971275
6654,little,-6.5176272
4792,definitely,-6.520562
8155,restaurant,-6.5443587
3705,because,-6.54476
9773,want,-6.5453625
5355,experience,-6.5542407
4558,could,-6.5544434
7314,other,-6.556473
5510,find,-6.556879
6890,menu,-6.583443
9753,wait,-6.592246
5063,drink,-6.60752
5772,give,-6.6105175
9919,work,-6.6107316
6490,know,-6.6282554
9219,than,-6.645425
1353,Great,-6.6690135
4211,chicken,-6.689917
9261,think,-6.7060633
7106,need,-6.741357
5676,fry,-6.7447844
3647,bar,-6.7628474
5522,first,-6.7781954
9724,visit,-6.778449
5650,fresh,-6.77921
7040,much,-6.7817516
5984,he,-6.789158
5216,enjoy,-6.810926
7510,people,-6.8273025
6,'re,-6.838012
7151,no,-6.8428693
8411,see,-6.8461204
3473,area,-6.849382
9144,taste,-6.8570347
3783,bite,-6.8597817
8486,she,-6.872796
4731,day,-6.88288
8330,sauce,-6.887112
7127,new,-6.9140477
8198,right,-6.9163737
6694,lot,-6.9192896
5290,ever,-6.9269094
1540,If,-6.928676
3297,again,-6.9322195
4193,cheese,-6.9339957
5450,favorite,-6.9366655
9098,table,-6.9405355
9857,who,-6.9438214
5545,flavor,-6.951029
7125,never,-6.957378
3290,after,-6.976671
7341,over,-6.984743
2807,There,-6.986303
5480,few,-6.9878654
7143,night,-6.9891167
6130,how,-7.0001354
7767,pretty,-7.0014024
5465,feel,-7.0014024
7608,pizza,-7.0014024
3484,around,-7.0029883
9041,sure,-7.0052133
3156,You,-7.0068054
8315,sandwich,-7.01352
6024,her,-7.020926
9798,way,-7.023839
6721,lunch,-7.0277367
5295,everything,-7.037547
4952,dish,-7.042158
4278,clean,-7.058803
9476,two,-7.060819
8542,side,-7.061829
5291,every,-7.0628395
8821,spot,-7.0713015
9624,use,-7.0794926
3,'ll,-7.0822377
3716,before,-7.083269
8402,seat,-7.0971246
7234,off,-7.10202
6840,meal,-7.108349
3415,any,-7.1097608
3752,better,-7.1143637
5318,excellent,-7.1143637
4910,dinner,-7.1193438
7517,perfect,-7.1391535
9024,super,-7.142798
3595,awesome,-7.1471887
6788,many,-7.1501265
5958,happy,-7.1608496
9846,while,-7.1679378
8638,small,-7.1683125
8290,salad,-7.1690617
8440,serve,-7.1815076
297,A,-7.182267
7015,most,-7.183407
391,And,-7.18531
8859,star,-7.185691
5032,down,-7.195649
8230,room,-7.196034
9762,walk,-7.198347
7133,next,-7.2006655
8181,review,-7.2123384
3512,ask,-7.218227
8910,stop,-7.227323
3854,both,-7.2293115
6076,home,-7.236503
3541,atmosphere,-7.251043
4017,ca,-7.2629113
9931,worth,-7.265797
6057,his,-7.2674503
4334,coffee,-7.2686915
6115,hot,-7.269106
6670,location,-7.2695203
8897,still,-7.270349
8512,shop,-7.273673
2592,So,-7.279516
9354,top,-7.2883453
1438,He,-7.2946997
8567,since,-7.296827
2555,She,-7.3015227
3712,beer,-7.307962
9183,tell,-7.3127103
201,5,-7.3131433
7239,offer,-7.317047
7282,open,-7.3279715
8718,something,-7.3292904
4888,different,-7.3319335
6574,leave,-7.332816
88,2,-7.3332577
7428,park,-7.3452554
7191,now,-7.347045
8579,sit,-7.356946
4183,check,-7.3596635
3915,bring,-7.3596635
9273,though,-7.3619337
6364,into,-7.3660326
9069,sweet,-7.3683176
3891,breakfast,-7.3729024
9238,then,-7.375203
672,But,-7.3784323
6683,long,-7.37982
5220,enough,-7.3802824
6532,last,-7.3835287
9841,where,-7.385854
8419,selection,-7.386319
5420,family,-7.390988
4038,call,-7.3985033
9961,years,-7.4027553
8912,store,-7.4185038
3886,bread,-7.419948
8863,start,-7.430115
2143,Our,-7.4349933
9150,tasty,-7.4379315
6170,i,-7.4512615
4525,cook,-7.452256
6020,help,-7.4557447
9259,thing,-7.458745
9910,wonderful,-7.460248
5688,fun,-7.4637647
9260,things,-7.470329
8414,seem,-7.4754076
5662,friends,-7.4784675
1,'d,-7.485643
6655,live,-7.487703
3763,big,-7.508537
6021,helpful,-7.5090632
8224,roll,-7.512228
7888,quality,-7.512228
5202,end,-7.5148726
6457,keep,-7.516463
7297,options,-7.520716
143,3,-7.535746
2969,Very,-7.539539
6044,highly,-7.542257
4080,care,-7.5433464
8778,special,-7.5433464
5426,fantastic,-7.558723
4925,disappoint,-7.562604
8532,shrimp,-7.5665007
6524,large,-7.5919185
5684,full,-7.595931
6162,husband,-7.6011143
7696,portion,-7.6063237
6470,kind,-7.6168256
6425,job,-7.623298
7337,outside,-7.627439
4758,decide,-7.631597
5657,friend,-7.632788
8441,server,-7.6339808
3978,burger,-7.6369686
3403,another,-7.640566
6950,minutes,-7.6447787
179,4,-7.6471944
3593,away,-7.648404
4607,cream,-7.6532583
6174,ice,-7.6544757
9380,town,-7.663653
365,All,-7.6654987
6666,local,-7.672915
5110,each,-7.673536
6635,line,-7.677267
5641,free,-7.678514
6313,inside,-7.680387
4298,close,-7.6828904
6143,huge,-7.683517
6848,meat,-7.6853995
7903,quick,-7.6853995
9883,wine,-7.687286
9286,through,-7.691701
8748,soup,-7.6986785
5294,everyone,-7.702505
5101,during,-7.706988
6122,hour,-7.7160144
5911,guy,-7.7290525
3175,able,-7.7429276
6125,house,-7.7442594
2061,Not,-7.747596
4692,customer,-7.748265
8874,stay,-7.748265
2542,Service,-7.7496033
5349,expect,-7.7516146
8173,return,-7.752958
8190,rice,-7.756324
2805,Their,-7.756324
3551,attentive,-7.761055
1234,For,-7.761055
7912,quite,-7.7644486
3240,add,-7.7651286
1232,Food,-7.7651286
4033,cake,-7.76649
9902,without,-7.7692184
5435,fast,-7.774011
7373,own,-7.774698
3616,bad,-7.7781377
2036,New,-7.779517
9249,these,-7.782974
9055,sushi,-7.7850537
3069,When,-7.7864423
8801,spicy,-7.7871375
6398,its,-7.789923
6397,items,-7.791319
8996,such,-7.7983265
7691,pork,-7.8011436
4070,car,-7.8032613
5427,far,-7.8046756
3997,busy,-7.808931
3182,absolutely,-7.809642
8523,should,-7.819649
7571,pick,-7.820368
9272,those,-7.824691
5152,egg,-7.826859
372,Also,-7.827583
4566,couple,-7.8290324
4240,choose,-7.834121
4007,buy,-7.8377724
7254,old,-7.842906
7882,put,-7.8436418
7032,move,-7.8436418
9814,week,-7.8451147
9106,tacos,-7.8502865
7063,must,-7.853254
4903,din,-7.853254
5497,fill,-7.8539968
6239,include,-7.8584676
8587,size,-7.859215
6465,kid,-7.8689785
6624,light,-7.8697333
9630,usually,-7.873517
5523,fish,-7.874275
3702,beautiful,-7.8750343
8527,show,-7.875794
8308,same,-7.8949738
7079,name,-7.8949738
1794,Love,-7.8949738
7434,part,-7.9004107
8876,steak,-7.90119
3419,anything,-7.90119
5175,else,-7.90119
4528,cool,-7.9019694
3238,actually,-7.9066606
6605,let,-7.9074445
9869,wife,-7.9090147
5001,dog,-7.9137387
5066,drive,-7.9145284
7059,music,-7.9161096
8964,stuff,-7.917693
5881,group,-7.921663
431,As,-7.9224586
7481,pay,-7.9224586
1135,Everything,-7.92485
7519,perfectly,-7.92485
4854,dessert,-7.9264474
4738,deal,-7.9304523
22,10,-7.9312553
9050,surprise,-7.9352794
5261,especially,-7.9368935
7798,probably,-7.94419
7269,once,-7.946634
7374,owner,-7.946634
4161,change,-7.94745
3991,business,-7.961425
3711,beef,-7.9672365
6049,him,-7.9672365
7980,reasonable,-7.9697375
8156,restaurants,-7.9722447
8267,run,-7.97812
5125,easy,-7.9823375
8454,several,-7.9823375
4569,course,-7.9840293
1338,Good,-7.988272
5962,hard,-7.990826
9792,water,-7.991679
7661,point,-7.9925327
9896,wish,-7.993387
8479,share,-7.996812
3067,What,-7.9976697
9434,trip,-8.003696
2117,One,-8.00976
562,Best,-8.012369
9959,year,-8.019362
4235,chocolate,-8.026405
7810,professional,-8.028173
973,Definitely,-8.028173
7443,party,-8.032608
2150,Overall,-8.04423
5384,extremely,-8.045131
3353,almost,-8.050546
5669,front,-8.053265
9859,whole,-8.053265
8969,style,-8.06238
9417,treat,-8.066969
7905,quickly,-8.06881
8762,space,-8.069733
5930,half,-8.070656
5469,felt,-8.070656
3490,arrive,-8.07158
6038,high,-8.079932
1549,In,-8.079932
4644,crowd,-8.080865
8935,street,-8.083667
6124,hours,-8.088355
5923,hair,-8.091179
9825,welcome,-8.09401
5865,grill,-8.100649
3935,brunch,-8.104462
4230,chip,-8.105417
9757,waitress,-8.107331
8447,set,-8.109249
3867,bowl,-8.116956
9656,variety,-8.117924
9281,three,-8.118892
9817,weekend,-8.124723
4696,cut,-8.126675
4367,comfortable,-8.127651
3697,bean,-8.129608
4268,city,-8.136488
10,1,-8.136488
5422,fan,-8.138462
4733,days,-8.147395
2801,That,-8.153396
9156,tea,-8.153396
9776,warm,-8.158423
1647,Just,-8.158423
5379,extra,-8.159431
2246,Philly,-8.161451
5859,green,-8.162463
8400,season,-8.168555
5773,glad,-8.169574
6118,hotel,-8.176735
9326,today,-8.17982
8730,soon,-8.183948
351,After,-8.184982
2797,Thank,-8.188093
6601,less,-8.190172
7628,play,-8.191213
9886,wing,-8.193298
6833,may,-8.196435
5942,hand,-8.199581
2137,Orleans,-8.201684
4585,crab,-8.204847
6572,least,-8.205904
8405,second,-8.206962
5998,hear,-8.210141
3418,anyone,-8.211203
8797,spend,-8.215463
7636,please,-8.2176
1916,Mexican,-8.220814
6219,impress,-8.221887
5016,door,-8.222961
9971,yet,-8.229434
9865,why,-8.23486
1463,Highly,-8.235949
3087,Will,-8.24141
2644,St,-8.24141
7640,plenty,-8.242506
2021,Nashville,-8.243604
2046,No,-8.245801
6647,list,-8.2469015
5546,flavorful,-8.250211
6869,meet,-8.251317
7972,real,-8.254641
3614,bacon,-8.255752
9556,unique,-8.256863
7535,person,-8.256863
6962,miss,-8.256863
7183,nothing,-8.25909
1410,Had,-8.261322
5059,dress,-8.26468
1011,Do,-8.265801
5516,finish,-8.266925
7979,reason,-8.268049
7849,provide,-8.270301
3382,amount,-8.279361
3441,appetizer,-8.28278
4765,decor,-8.287356
6493,knowledgeable,-8.291954
7069,myself,-8.293107
6391,issue,-8.297731
9121,talk,-8.300052
7077,nail,-8.302377
7615,plan,-8.303542
6842,mean,-8.3047085
7246,often,-8.314087
9991,yummy,-8.316445
9905,wo,-8.317627
8038,regular,-8.319994
7624,plate,-8.321179
3713,beers,-8.323554
4728,date,-8.331913
7386,pack,-8.331913
3308,ago,-8.335516
4632,crispy,-8.337926
3199,accommodate,-8.337926
5115,early,-8.340342
8394,seafood,-8.340342
9791,watch,-8.34519
2508,Saturday,-8.346406
3581,available,-8.346406
8009,red,-8.351284
9754,waiter,-8.351284
5230,entire,-8.354958
3453,appreciate,-8.354958
6536,later,-8.354958
5777,glass,-8.354958
6968,mix,-8.356186
6620,life,-8.357415
5718,game,-8.358645
3569,authentic,-8.3635845
9589,until,-8.366062
7751,prepare,-8.367304
8054,relax,-8.3685465
7634,pleasant,-8.3710375
3958,build,-8.3710375
7581,piece,-8.3810625
9477,type,-8.3810625
1575,Italian,-8.3810625
9369,tour,-8.383585
6919,might,-8.384849
5273,etc,-8.38738
9198,tender,-8.389918
226,6,-8.39119
8075,remember,-8.392463
2705,Sunday,-8.395014
1256,French,-8.397571
1214,First,-8.397571
8716,someone,-8.398852
8615,slice,-8.40142
9945,wrong,-8.403994
7009,morning,-8.407867
6353,interest,-8.420888
4237,choice,-8.422199
7871,purchase,-8.422199
3841,book,-8.423512
4273,class,-8.424828
7381,oyster,-8.424828
3355,along,-8.428782
7971,ready,-8.431428
4755,decent,-8.432754
2795,Thai,-8.434081
9323,toast,-8.436741
7899,question,-8.4420805
6834,maybe,-8.444762
5860,greet,-8.455558
7711,potato,-8.456916
6254,incredible,-8.458276
6061,hit,-8.458276
8188,rib,-8.463733
8342,saw,-8.463733
6534,late,-8.473354
4342,cold,-8.478895
3226,across,-8.480285
8516,short,-8.485864
3774,birthday,-8.49429
1503,However,-8.49429
7967,read,-8.49429
5740,gem,-8.498531
9855,white,-8.498531
7712,potatoes,-8.501368
4697,cute,-8.501368
4391,company,-8.505638
6889,mention,-8.507066
8327,satisfy,-8.509927
7650,plus,-8.514235
5363,explain,-8.515675
5610,forget,-8.517117
1034,Dr,-8.517117
6294,ingredients,-8.51856
97,20,-8.521455
1138,Excellent,-8.522904
3730,believe,-8.524357
7452,past,-8.524357
8423,sell,-8.527268
5986,head,-8.527268
3359,already,-8.527268
605,Both,-8.528728
9464,turn,-8.530189
7988,receive,-8.530189
9447,truly,-8.5316515
9700,vibe,-8.5316515
7453,pasta,-8.5316515
5724,garlic,-8.538999
7113,neighborhood,-8.540475
7799,problem,-8.540475
3856,bottle,-8.540475
2039,Nice,-8.544916
5530,fix,-8.547888
6749,main,-8.547888
3979,burgers,-8.547888
2763,Tampa,-8.549377
7338,outstanding,-8.550868
378,Amazing,-8.558359
1134,Everyone,-8.559864
7295,option,-8.561371
7470,patio,-8.5628805
2115,On,-8.5628805
8300,salon,-8.564392
3753,between,-8.565907
7327,outdoor,-8.567423
5157,either,-8.568941
5040,downtown,-8.570462
5818,grab,-8.570462
8302,salsa,-8.571985
5625,forward,-8.571985
3145,Yelp,-8.575039
9809,wed,-8.578101
4001,butter,-8.578101
8798,spice,-8.578101
790,Chicken,-8.581174
470,BBQ,-8.581174
4354,color,-8.5858
2799,Thanks,-8.588896
4561,counter,-8.590447
5306,exactly,-8.590447
4912,dip,-8.590447
9220,thank,-8.592001
5562,floor,-8.592001
9925,world,-8.593557
6938,mind,-8.593557
3451,appointment,-8.596678
5954,happen,-8.598242
3375,ambiance,-8.598242
6328,instead,-8.604521
6841,meals,-8.604521
3119,Would,-8.604521
4812,deliver,-8.607676
2102,Oh,-8.607676
8217,roast,-8.609257
6997,money,-8.61084
9901,within,-8.612427
3060,Went,-8.618795
7990,recently,-8.620395
6480,kitchen,-8.620395
6816,massage,-8.6236
5507,finally,-8.6236
7511,pepper,-8.625206
5354,expensive,-8.626815
6669,locate,-8.626815
5399,fact,-8.626815
1129,Even,-8.630041
6205,immediately,-8.631658
4693,customers,-8.633277
9766,wall,-8.634899
7558,phone,-8.638151
1259,Friday,-8.638151
4653,crust,-8.639781
9708,view,-8.641414
5511,fine,-8.644687
9984,yourself,-8.646328
8783,specials,-8.647971
4540,corn,-8.647971
6131,however,-8.649617
3667,base,-8.652918
5630,four,-8.657888
9663,vegan,-8.657888
7184,notice,-8.661217
6702,lovely,-8.664556
4179,cheap,-8.664556
3177,above,-8.666229
8854,stand,-8.667906
3757,beyond,-8.669584
5079,dry,-8.669584
7862,pull,-8.671267
7344,overall,-8.671267
4170,charge,-8.678023
7095,near,-8.678023
9333,together,-8.678023
2066,Now,-8.683122
3664,bartender,-8.683122
4884,die,-8.688245
8699,soft,-8.688245
9007,suggest,-8.689959
2646,Staff,-8.691676
7579,picture,-8.700304
9473,twice,-8.702039
7003,months,-8.703776
8561,simple,-8.705517
7580,pie,-8.70726
6609,level,-8.70726
3625,bake,-8.709007
7315,others,-8.710757
3368,although,-8.71251
7057,mushroom,-8.717787
2369,Really,-8.717787
796,Chinese,-8.719552
6399,itself,-8.723092
8547,sign,-8.724867
9366,totally,-8.724867
4238,choices,-8.724867
3074,While,-8.724867
153,30,-8.728425
7804,process,-8.733788
9316,tip,-8.73558
6113,host,-8.73558
4473,consider,-8.737378
3870,boyfriend,-8.737378
9820,weeks,-8.737378
9944,write,-8.742788
5327,excite,-8.748228
62,15,-8.748228
4669,cup,-8.748228
4729,daughter,-8.751871
4329,cocktails,-8.753697
977,Delicious,-8.753697
6078,homemade,-8.7555275
8154,rest,-8.75736
8442,servers,-8.759197
8334,sausage,-8.759197
8648,smile,-8.761037
6772,manager,-8.76288
9667,vegetarian,-8.764727
1132,Every,-8.768431
2892,Tucson,-8.768431
8311,sample,-8.7702875
4549,cost,-8.772148
3888,break,-8.774012
9526,understand,-8.774012
7775,pricey,-8.77775
5088,due,-8.779625
4077,card,-8.783384
7272,ones,-8.785269
3442,appetizers,-8.787158
7031,mouth,-8.790946
7444,pass,-8.790946
9367,touch,-8.796655
5192,employees,-8.798565
8129,reservation,-8.802396
5392,fabulous,-8.804317
7240,office,-8.806242
5528,five,-8.808171
4858,detail,-8.808171
2005,NOLA,-8.810103
374,Always,-8.812039
9160,team,-8.812039
8774,speak,-8.813979
708,Ca,-8.813979
7518,perfection,-8.81787
3291,afternoon,-8.819821
9521,under,-8.819821
3701,beat,-8.823735
5407,fair,-8.823735
9877,win,-8.827664
8299,salmon,-8.827664
3404,answer,-8.829635
3423,anywhere,-8.83161
5590,follow,-8.83161
3057,Well,-8.837556
7623,plat,-8.837556
3706,become,-8.839546
9938,wrap,-8.839546
462,Awesome,-8.85157
5706,future,-8.853588
4200,chef,-8.853588
3244,addition,-8.855611
4413,completely,-8.855611
6949,minute,-8.857637
7376,owners,-8.859668
3956,buffet,-8.863741
5672,fruit,-8.865784
5948,hang,-8.865784
9105,taco,-8.865784
7276,online,-8.86783
5385,eye,-8.869882
1791,Louis,-8.871938
8813,split,-8.871938
7167,noodles,-8.873998
7274,onion,-8.876061
8291,salads,-8.880202
1267,From,-8.880202
7739,prefer,-8.880202
4577,cover,-8.882278
9387,traditional,-8.88436
6255,incredibly,-8.88436
6768,man,-8.88436
4814,delivery,-8.8885355
4602,crave,-8.8885355
6429,joint,-8.8885355
3725,behind,-8.89063
9341,tomato,-8.894832
5148,efficient,-8.899051
7001,month,-8.901167
8707,solid,-8.903288
7182,note,-8.9096775
2502,Santa,-8.9096775
9356,toppings,-8.9096775
4393,compare,-8.9096775
8721,sometimes,-8.9096775
7954,rather,-8.911817
4328,cocktail,-8.91396
2383,Reno,-8.916109
7248,oil,-8.918262
3350,allow,-8.920419
8892,stick,-8.920419
263,8,-8.920419
2806,Then,-8.922582
4111,casual,-8.922582
5235,entrees,-8.922582
5122,easily,-8.924748
2597,Some,-8.924748
2708,Super,-8.924748
8725,son,-8.92692
8650,smoke,-8.929096
3311,ahead,-8.931277
9670,veggies,-8.931277
721,Came,-8.933463
8338,save,-8.937849
5234,entree,-8.940049
8121,request,-8.942254
6003,heat,-8.946679
4506,continue,-8.948898
7573,pickle,-8.951123
3868,box,-8.951123
2841,To,-8.951123
8644,smell,-8.953353
5996,healthy,-8.953353
2682,Street,-8.953353
6665,lobster,-8.955587
4154,chair,-8.955587
8632,slow,-8.955587
4683,curry,-8.960072
7197,number,-8.960072
5287,event,-8.962321
9444,true,-8.969101
4609,creamy,-8.969101
3149,Yes,-8.969101
6157,hungry,-8.9828005
4159,chance,-8.985102
4148,certainly,-8.987409
7399,pair,-8.987409
6569,learn,-8.98972
1263,Friendly,-8.98972
8273,rush,-8.98972
2244,Philadelphia,-8.98972
5894,guess,-8.992038
6696,loud,-8.994361
2809,These,-8.994361
7275,onions,-8.994361
3694,beach,-8.994361
2120,Only,-8.996689
5451,favorites,-8.996689
9648,value,-8.9990225
4584,cozy,-8.9990225
3788,black,-9.001362
8747,sound,-9.001362
7181,notch,-9.001362
245,7,-9.003707
5393,face,-9.003707
6094,hope,-9.003707
8103,repair,-9.003707
7537,personal,-9.006057
3120,Wow,-9.006057
3099,With,-9.010774
5239,environment,-9.013141
4591,craft,-9.013141
9409,travel,-9.013141
6067,hold,-9.013141
6652,literally,-9.013141
7808,products,-9.015513
6083,honestly,-9.017892
516,Barbara,-9.017892
5746,generous,-9.020275
7250,ok,-9.022665
819,City,-9.02506
7467,patient,-9.03228
8572,single,-9.03228
9016,summer,-9.037123
9318,tire,-9.044431
3719,begin,-9.046879
7553,phenomenal,-9.046879
6439,juicy,-9.046879
6803,market,-9.049333
3982,burrito,-9.049333
5526,fit,-9.051793
6512,lamb,-9.054259
9969,yes,-9.054259
8427,send,-9.056731
6180,idea,-9.056731
5763,gift,-9.056731
4153,chain,-9.05921
4102,case,-9.061694
1329,Go,-9.061694
440,At,-9.061694
29,100,-9.061694
5015,donuts,-9.064185
9749,waffle,-9.066682
3583,average,-9.069184
6037,hide,-9.069184
3816,blow,-9.07421
6875,melt,-9.076732
9443,truck,-9.076732
312,AMAZING,-9.079261
1553,Indian,-9.081796
6508,lady,-9.084336
8366,schedule,-9.084336
4141,center,-9.084336
3550,attention,-9.0868845
5768,girl,-9.091999
8622,slightly,-9.097141
4542,corner,-9.102309
9258,thin,-9.102309
3619,bag,-9.102309
6867,medium,-9.102309
9918,word,-9.104903
9459,tuna,-9.107504
7952,rat,-9.107504
7678,pool,-9.107504
8743,sort,-9.112725
6632,limit,-9.112725
3707,bed,-9.112725
4026,cafe,-9.117975
9607,upon,-9.12061
5267,establishment,-9.123252
1795,Loved,-9.123252
8191,rich,-9.123252
3037,Was,-9.123252
8888,step,-9.128557
8855,standard,-9.13122
5074,drop,-9.136568
8200,ring,-9.139253
6684,longer,-9.139253
6705,low,-9.144643
8564,simply,-9.147349
8304,salt,-9.147349
6929,milk,-9.1500635
1712,LOVE,-9.152784
9669,veggie,-9.152784
6853,meats,-9.152784
1344,Got,-9.152784
9478,typical,-9.155513
2889,Try,-9.155513
3287,affordable,-9.155513
9802,wear,-9.155513
5408,fairly,-9.155513
4408,complaint,-9.158249
4606,crazy,-9.158249
7672,polite,-9.158249
7981,reasonably,-9.160993
5084,duck,-9.160993
4855,desserts,-9.160993
5871,grit,-9.160993
8025,refresh,-9.163743
6395,item,-9.166502
1827,Mac,-9.169269
4094,carry,-9.172042
3823,board,-9.172042
4362,combo,-9.172042
9288,throughout,-9.172042
8407,section,-9.172042
3493,art,-9.174824
6764,mall,-9.174824
3811,block,-9.177613
475,BEST,-9.177613
4114,catch,-9.177613
6827,matter,-9.18041
7136,nicely,-9.183215
3767,bike,-9.188849
8130,reservations,-9.188849
2575,Since,-9.188849
7975,realize,-9.191678
373,Although,-9.191678
3585,avocado,-9.191678
7409,pancakes,-9.191678
5425,fancy,-9.194515
9132,tap,-9.19736
5999,heart,-9.19736
6992,mom,-9.200213
9251,thick,-9.200213
7683,pop,-9.200213
6082,honest,-9.200213
2462,SO,-9.200213
9978,young,-9.200213
8953,strong,-9.200213
2304,Prices,-9.203074
7048,multiple,-9.205944
8369,school,-9.205944
7906,quiet,-9.205944
4412,complete,-9.208821
6978,modern,-9.208821
8510,shoot,-9.208821
6354,interior,-9.211707
5493,figure,-9.211707
4516,convenient,-9.211707
3899,brew,-9.2146015
8867,state,-9.2146015
6648,listen,-9.2146015
4274,classic,-9.220416
5848,gravy,-9.220416
1498,House,-9.223335
2263,Pizza,-9.226264
8662,snack,-9.2292
7288,opinion,-9.232146
6588,lemon,-9.232146
8439,seriously,-9.232146
6940,mine,-9.232146
4722,dark,-9.2351
2615,South,-9.2351
8002,recommendations,-9.2351
3640,band,-9.2351
8220,rock,-9.238063
5321,exceptional,-9.2410345
3917,brisket,-9.2410345
7147,nights,-9.244016
7635,pleasantly,-9.247005
5896,guests,-9.247005
6093,hop,-9.247005
6504,lack,-9.247005
46,12,-9.250004
7311,original,-9.250004
8947,strip,-9.250004
8828,spring,-9.253011
9629,usual,-9.253011
4103,cash,-9.253011
7221,occasion,-9.256028
710,Cafe,-9.256028
2276,Plus,-9.256028
9928,worry,-9.256028
5644,freeze,-9.262089
4610,create,-9.265133
8870,station,-9.265133
9005,sugar,-9.268186
4571,courteous,-9.274321
7705,possible,-9.277403
7828,prompt,-9.277403
1313,Get,-9.277403
5462,fee,-9.283594
4519,conversation,-9.286705
3869,boy,-9.289825
7626,platter,-9.289825
2116,Once,-9.289825
7941,range,-9.289825
1434,Have,-9.289825
9879,window,-9.292955
6378,invite,-9.292955
337,Absolutely,-9.292955
5351,expectations,-9.296095
9348,tonight,-9.296095
5791,go-to,-9.296095
7609,pizzas,-9.299244
5884,grow,-9.299244
7707,post,-9.302403
5906,gumbo,-9.302403
1787,Lots,-9.305573
8306,salty,-9.305573
6463,kick,-9.308753
5589,folks,-9.311943
8076,remind,-9.311943
8806,spinach,-9.311943
5597,foods,-9.315143
3883,brand,-9.315143
7557,pho,-9.318354
3665,bartenders,-9.318354
4890,difficult,-9.321574
3606,baby,-9.321574
7514,per,-9.324805
2038,Next,-9.328047
9449,trust,-9.328047
9603,update,-9.334561
4527,cookies,-9.334561
2726,THE,-9.337834
4845,design,-9.341119
4564,country,-9.341119
9035,support,-9.341119
7251,okay,-9.344414
8107,replace,-9.344414
7687,popular,-9.347719
6732,mac,-9.347719
6085,honey,-9.351036
9391,train,-9.351036
9867,wide,-9.354363
4241,chop,-9.354363
7016,mostly,-9.354363
385,American,-9.354363
3769,bill,-9.354363
4850,desk,-9.357702
4197,cheesesteak,-9.357702
7294,opt,-9.357702
9216,texture,-9.357702
4978,distance,-9.357702
8639,smaller,-9.3610525
5217,enjoyable,-9.364414
5416,fall,-9.364414
5646,french,-9.364414
3634,ball,-9.364414
7548,pet,-9.367786
9315,tiny,-9.371171
5945,handle,-9.371171
8213,road,-9.371171
3923,broth,-9.371171
5195,empty,-9.371171
9833,whatever,-9.374566
6060,history,-9.374566
5223,enter,-9.377974
3354,alone,-9.377974
9342,tomatoes,-9.377974
5787,gluten,-9.377974
4716,dance,-9.3813925
4663,cuisine,-9.3813925
3630,balance,-9.384823
1557,Indy,-9.384823
7934,ramen,-9.384823
435,Asian,-9.384823
3972,bunch,-9.388266
4305,clothe,-9.39172
3818,blue,-9.395185
5459,feature,-9.395185
1970,Most,-9.395185
9681,venue,-9.3986635
3682,bathroom,-9.3986635
9786,wash,-9.3986635
4435,concern,-9.3986635
8347,scallop,-9.402154
9289,throw,-9.402154
4840,describe,-9.402154
4775,deep,-9.402154
7499,pedicure,-9.405657
7710,pot,-9.409172
